Title,Artist,Nationality,Gender,Year,Medium,Classification
The Navarasa Suite from the series Bombay Photo Studio,Pushpamala N,(Indian),(Female),2018,Gelatin silver print,Photograph
The Navarasa Suite from the series Bombay Photo Studio,Pushpamala N,(Indian),(Female),2018,Gelatin silver print,Photograph
The Navarasa Suite from the series Bombay Photo Studio,Pushpamala N,(Indian),(Female),2018,Gelatin silver print,Photograph
The Navarasa Suite from the series Bombay Photo Studio,Pushpamala N,(Indian),(Female),2018,Gelatin silver print,Photograph
The Navarasa Suite from the series Bombay Photo Studio,Pushpamala N,(Indian),(Female),2018,Gelatin silver print,Photograph
The Navarasa Suite from the series Bombay Photo Studio,Pushpamala N,(Indian),(Female),2018,Gelatin silver print,Photograph
"Micro-Hutong, Beijing, China",Zhang Ke,(Chinese),(Male),2018,Concrete,Architecture
"Chi She, Shanghai, China","Archi-Union Architects, Philip F. Yuan",(Chinese) (Chinese),() (Male),2018,"Wood, steel, and concrete",Architecture
"V25-02, from the Chicago Series",Philipp Schaerer,(Swiss),(Male),2018,Inkjet print,Architecture
"V10-02, from the Chicago Series",Philipp Schaerer,(Swiss),(Male),2018,Inkjet print,Architecture
"V20-02, from the Chicago Series",Philipp Schaerer,(Swiss),(Male),2018,Inkjet print,Architecture
"V22-02, from the Chicago Series",Philipp Schaerer,(Swiss),(Male),2018,Inkjet print,Architecture
"""In Bamboo"" Cultural Exchange Center, Daoming, Sichuan Province, China","Archi-Union Architects, Philip F. Yuan",(Chinese) (Chinese),() (Male),2018,"Wood, steel, and bamboo",Architecture
Plate 16 from the chapter The Muscle of Aggression,"Guillaume-Benjamin-Armand Duchenne de Boulogne, Adrien Tournachon",(French) (French),(Male) (Male),2018,Albumen silver print from a wet-collodion glass negative,Photograph
Plate 52 from the chapter The Muscles of Weeping and Wimpering,"Guillaume-Benjamin-Armand Duchenne de Boulogne, Adrien Tournachon",(French) (French),(Male) (Male),2018,Albumen silver print from a wet-collodion glass negative,Photograph
Plate 34 from the chapter The muscles of Joy and Benevolence,"Guillaume-Benjamin-Armand Duchenne de Boulogne, Adrien Tournachon",(French) (French),(Male) (Male),2018,Albumen silver print from a wet-collodion glass negative,Photograph
The Contortionist,Joyce Randall,(American),(Female),2018,Super 8mm film,Film
Gate Hyderabad,Ram Rahman,(Indian),(Male),2018,Gelatin silver print,Photograph
"Capital Studios, Connaught Place, Delhi",Ram Rahman,(Indian),(Male),2018,Pigmented inkjet print,Photograph
"Safdar Hashmi Funeral, Delhi",Ram Rahman,(Indian),(Male),2018,Gelatin silver print,Photograph
"Down under, shipyard, Darukhana",Ketaki Sheth,(Indian),(Female),2018,Gelatin silver print,Photograph
PHOTORAMA,Shannon Ebner,(American),(Female),2018,Two pigmented inkjet prints,Photograph
"Vile, Gothenburg, Sweden",Zanele Muholi,(South African),(Female),2018,Gelatin silver print,Photograph
Monster,Arthur Jafa,(American),(Male),2018,"Gelatin silver print, printed 2017",Photograph
Alli nalli og tunglio (Alli Nalli and the Moon),Dieter Roth,(Swiss),(Male),2018,"Illustrated book, offset lithograph printed",Illustrated Book
Salt-Saturated Picture (Salzges_ttigtes Bild),Thomas Huber,(Swiss),(Male),2018,Aquatint,Print
Lily,Markus Schinwald,(Austrian),(Male),2018,Digital print,Print
Chuck Taylor All Stars sneakers,Converse,(American),(Gender unknow),2018,Cotton canvas and rubber,Design
Aviator Sunglasses,Ray-Ban,(American),(Gender unknow),2018,UV crystal lenses and silver alloy,Design
Turtleneck Top,Issey Miyake,(Japanese),(Male),2018,Cotton,Design
Ballet flats,Repetto,(French),(Gender unknow),2018,"Kid leather, leather, cotton, and synthetic",Design
Backpack,"Miuccia Prada, Prada",(Italian) (Italian),(Female) (),2018,Nylon,Design
Gore-Tex Parka,Banana Equipment,(American),(Gender unknow),2018,ePTFE-laminated nylon,Design
"Black Goo, White Lace",Torbj_rn R_dland,(Norwegian),(Male),2018,Chromogenic color print,Photograph
Crossed Confections,Torbj_rn R_dland,(Norwegian),(Male),2018,Chromogenic color print,Photograph
Hard Fruit,Torbj_rn R_dland,(Norwegian),(Male),2018,Chromogenic color print,Photograph
Apple on the Sideboard,Alberto Giacometti,(Swiss),(Male),2018,Oil on canvas on board,Painting
Still Life,Fernand LÌ©ger,(French),(Male),2018,Oil on canvas,Painting
Glass and Tobacco (Verre et paquet de tabac),Georges Braque,(French),(Male),2018,"Pencil, charcoal, and cut-and-pasted printed paper on paper",Drawing
Great Distortion,Hiroki Tsukuda,(Japanese),(Male),2018,Ink and charcoal on paper,Drawing
"Fixed Standard (Paris, 2017)",Jean-Luc MoulÌ¬ne,(French),(Male),2018,"Plastic chair, cardboard, wood, bolts, screws, nails and washers",Sculpture
Self-Portrait in the Garden,Hippolyte Bayard,(French),(Male),2018,Salted paper print,Photograph
"""Kokon"" table-chair",Jurgen Bey,(Dutch),(Male),2018,PVC covered table and chair,Design
The Vanity Press 2018 Nude Calendar,Fiona Banner,(British),(Female),2018,"Spiral bound calendar, offset lithograph printed",Illustrated Book
Addendum to Antinomian Press Archive,Ben Kinmont,(American),(Male),2018,,Ephemera
Tripoli Cancelled,Naeem Mohaiemen,(Bangladeshi),(Male),2018,"Video (color, sound)",Video
Two Meetings and a Funeral,Naeem Mohaiemen,(Bangladeshi),(Male),2018,"Three-channel video (color, sound)",Video
Black and White,Dan Walsh,(American),(Male),2018,"Artist's book, ink on paper",Illustrated Book
Grid Book,Dan Walsh,(American),(Male),2018,"Artist's book, ink and pencil on paper",Illustrated Book
Lips Sink,Ellen Gallagher,(American),(Female),2018,Lithograph and etching in artist's frame,Print
"Shilpa and Sheetal in their car, Harrow, Middlesex",Ketaki Sheth,(Indian),(Female),2018,Gelatin silver print,Photograph
"Mother and Child, Mount Mary Fair, Bandra",Ketaki Sheth,(Indian),(Female),2018,Gelatin silver print,Photograph
"Mother and child, Jesus Ashram, Kalyan",Ketaki Sheth,(Indian),(Female),2018,Gelatin silver print,Photograph
"Munira awaits her marriage ceremony, Jamnagar",Ketaki Sheth,(Indian),(Female),2018,Gelatin silver print,Photograph
"Munira poses for her wedding album, Jamnagar",Ketaki Sheth,(Indian),(Female),2018,Gelatin silver print,Photograph
"Krishna Digital Photo Studio, Jaipur, Rajasthan",Ketaki Sheth,(Indian),(Female),2018,Pigmented inkjet print,Photograph
"Prince Studio, Bhavnaggar, Gujarat",Ketaki Sheth,(Indian),(Female),2018,Pigmented inkjet print,Photograph
"Studio Kamal, Cuttack, Orissa",Ketaki Sheth,(Indian),(Female),2018,Pigmented inkjet print,Photograph
"Thara Studio, Ramanathukara, Kerala",Ketaki Sheth,(Indian),(Female),2018,Pigmented inkjet print,Photograph
The Navarasa Suite from the series Bombay Photo Studio,Pushpamala N,(Indian),(Female),2018,Gelatin silver print,Photograph
Elena,Andrei Zvyagintsev,(Russian),(Male),2018,"35mm film (color, sound)",Film
The Banishment,Andrei Zvyagintsev,(Russian),(Male),2018,"Digital cinema (color, sound)",Video
Urban Peasants,Ken Jacobs,(American),(Male),2018,"16mm film (black and white and color, silent and sound)",Film
What About Me,Rachel Amodeo,(Italian),(Female),2018,"16mm film (black and white, sound)",Film
Girl 27,David Stenn,(American),(Male),2018,Video,Video
Hostiles,Scott Cooper,(American),(Male),2018,"35mm film (color, sound)",Film
Bone Tomahawk,S. Craig Zahler,(American),(Male),2018,"Digital cinema (color, sound)",Video
Brawl in Cell Block 99,S. Craig Zahler,(American),(Male),2018,"Digital cinema (color, sound)",Video
Dreams Are Colder Than Death,Arthur Jafa,(American),(Male),2018,"Digital cinema (color, sound)",Video
Strange Fruit,Joel Katz,(American),(Male),2018,"35mm film (color, sound)",Film
Dowaha (Buried Secrets),Raja Amari,(Tunisian),(Female),2018,35mm film,Film
Hush!,Ryoíãsuke Hashiguchi,(Japanese),(Male),2018,"35mm film (color, sound)",Film
Shik (The Suit),Bakhtyar Khudojnazarov,(Kazakh),(Male),2018,"35mm film (color, sound)",Film
El cielo dividido (The Broken Sky),JuliÌÁn HernÌÁndez,(Mexican),(Male),2018,"35mm film (color, sound)",Film
Satree lek (The Iron Ladies),Yongyoot Thongkongtoon,(Thai),(Male),2018,"35mm film (color, sound)",Film
Youchai (Postman),Jianjun He,(Chinese),(Male),2018,"35mm film (color, sound)",Film
Aiqing mala tang (Spicy Love Soup),Zhang Yang,(Chinese),(Male),2018,"35mm film (color, sound)",Film
Lei wangzi (Prince of Tears),Yonfan,(Chinese),(Male),2018,"35mm film (color, sound)",Film
Liu jin sui yue (Last Romance),Yonfan,(Chinese),(Male),2018,"35mm film (color, sound)",Film
Lan feng zhen (The Blue Kite),Zhuangzhuang Tian,(Chinese),(Male),2018,"35mm film (color, sound)",Film
A Different Image,Alile Sharon Larkin,(American),(Female),2018,"16mm film (color, sound)",Film
Acting Our Age: A Film About Women Growing Old,Michal Aviad,(Israeli),(Female),2018,"16mm film (color, sound)",Film
And Still I Rise,Ngozi Onwurah,(Nigerian),(Female),2018,"16mm film (color, sound)",Film
The Body Beautiful,Ngozi Onwurah,(Nigerian),(Female),2018,"16mm film (color, sound)",Film
Brincando El Charco,Frances NegroíÅn-Muntaner,(Puerto Rican),(Female),2018,16mm film,Film
Calling the Ghosts,"Mandy Jacobson, Karmen Jelincí_cíÅ",(Nationality unknown),(Female) (Female),2018,"16mm film (color, sound)",Film
Passionless Moments,Jane Campion,(New Zealander),(Female),2018,"16mm film (black and white, sound)",Film
A Girl's Own Story,Jane Campion,(New Zealander),(Female),2018,"16mm film (black and white, sound)",Film
An Exercise in Discipline: Peel,Jane Campion,(New Zealander),(Female),2018,"16mm film (color, sound)",Film
Can't You Take a Joke?,Viki Dun,(Australian),(Female),2018,"16mm film (black and white, sound)",Film
Complaints of a Dutiful Daughter,Deborah Hoffmann,(American),(Female),2018,"16mm film (color, sound)",Film
Cycles,Zeinabu Irene Davis,(American),(Female),2018,"16mm film (black and white, sound)",Film
Daughter Rite,Michelle Citron,(American),(Female),2018,"16mm film (color, sound)",Film
What You Take for Granted,Michelle Citron,(American),(Female),2018,"16mm film (color, sound)",Film
Domestic Tranquility,Harriet Kriegel,(Nationality unknown),(Female),2018,16mm film,Film
Dream Girls,"Kim Longinotto, Jano Williams",(British) (),(Female) (Female),2018,"16mm film (color, sound)",Film
Shinjuku Boys,"Kim Longinotto, Jano Williams",(British) (),(Female) (Female),2018,"16mm film (color, sound)",Film
Sisters in Law,Kim Longinotto,(British),(Female),2018,"16mm film (color, sound)",Film
El hombre cuando es hombre,Valeria Sarmiento,(Chilean),(Female),2018,"16mm film (color, sound)",Film
Fear,Jean Shaw,(Nationality unknown),(Female),2018,"16mm film (black and white, sound)",Film
For Love or Money,"Megan McMurchy, Jeni Thornley",(Nationality unknown),(Female) (Female),2018,"16mm film (color, sound)",Film
Forbidden Love: The Unashamed Stories of Lesbian Love,"Lynne Fernie, Aerlyn Weissman",(Canadian) (Canadian),(Female) (Female),2018,"16mm film (color, sound)",Film
Guerrillas in Our Midst,Amy Harrison,(Nationality unknown),(Female),2018,"16mm film (color, sound)",Film
Hair Piece: A Film for Nappy-Headed People,Ayoka Chenzira,(American),(Female),2018,"16mm film (color, sound)",Film
Illusions,Julie Dash,(American),(Female),2018,"16mm film (color, sound)",Film
Invocation: Maya Deren,Jo Ann Kaplan,(American),(Female),2018,"16mm film (color, sound)",Film
Jodie: An Icon,Pratibha Parmar,(British),(Female),2018,"16mm film (color, sound)",Film
The Group,Ibrahim El-Salahi,(Sudanese),(Male),2018,Portfolio of twelve etchings,Print
Juxta,Hiroko Yamazaki,(Japanese),(Female),2018,"16mm film (black and white, sound)",Film
Killing Time,Fronza Woods,(American),(Female),2018,"16mm film (black and white, sound)",Film
Fannie's Film,Fronza Woods,(American),(Female),2018,"16mm film (black and white, sound)",Film
Master Smart Woman,"Jane Morrison, Peter Namuth",(American),(Female) (Male),2018,"16mm film (color, sound)",Film
Naked Spaces: Living is Round,Trinh T. Minh-ha,(Vietnamese),(Female),2018,"16mm film (color, sound)",Film
Reassemblage,Trinh T. Minh-ha,(Vietnamese),(Female),2018,"16mm film (color, sound)",Film
Shoot for the Contents,Trinh T. Minh-ha,(Vietnamese),(Female),2018,"16mm film (color, sound)",Film
Surname Viet Given Name Nam,Trinh T. Minh-ha,(Vietnamese),(Female),2018,"16mm film (color, sound)",Film
Nice Colored Girls,Tracey Moffatt,(Australian),(Female),2018,"16mm film (color, sound)",Film
Night Cries: A Rural Traged,Tracey Moffatt,(Australian),(Female),2018,"16mm film (color, sound)",Film
On Becoming a Woman,Cheryl Chisholm,(American),(Female),2018,"16mm film (color, sound)",Film
On Guard,Susan Lambert,(Australian),(Female),2018,"16mm film (color, sound)",Film
Picking Tribes,S. Pearl Sharp,(American),(Female),2018,"16mm film (color, sound)",Film
Rate It X,"Lucy Winer, Paula de Koenigsberg",(Nationality unknown),(Female) (Female),2018,"16mm film (color, sound)",Film
Sally's Beauty Spot,Helen Lee,(Nationality unknown),(Female),2018,"16mm film (color, sound)",Film
Selbe: One Among Many,Safi Faye,(Senegalese),(Female),2018,"16mm film (color, sound)",Film
Susana,Susana Blaustein MuÌ±oz,(Argentine),(Female),2018,"16mm film (black and white, sound)",Film
Your Children Come Back to You,Alile Sharon Larkin,(American),(Female),2018,"16mm film (black and white, sound)",Film
Waking Up to Rape,Meri Weingarten,(American),(Female),2018,"16mm film (color, sound)",Film
Thank God I'm a Lesbian,"Laurie Colbert, Dominique Cardona",(Canadian) (Algerian),(Female) (Female),2018,"16mm film (color, sound)",Film
The Moonage Daydreams of Charlene Stardust,"Jan Carroll, Jan Milne, Margot Oliver",(Australian) (Australian) (Australian),(Female) (Female) (Female),2018,"16mm film (color, sound)",Film
2 or 3 Things But Nothing for Sure,"Tina Di Feliciantonio, Jane C. Wagner",(Nationality unknown),(Female) (Female),2018,"16mm film (color, sound)",Film
"After Oil (Das Island, Das Crude)","Rania Ghosn, El Hadi Jazairi",(Lebanese) (Algerian),(Female) (Male),2018,Inkjet print on canvas,Architecture
"After Oil (Das Island, Das Crude)","Rania Ghosn, El Hadi Jazairi",(Lebanese) (Algerian),(Female) (Male),2018,Inkjet print on canvas,Architecture
"After Oil (Das Island, Das Crude)","Rania Ghosn, El Hadi Jazairi",(Lebanese) (Algerian),(Female) (Male),2018,Inkjet print on canvas,Architecture
After Oil (Strait of Hormuz Grand Chessboard),"Rania Ghosn, El Hadi Jazairi",(Lebanese) (Algerian),(Female) (Male),2018,Inkjet print on canvas,Architecture
After Oil (Strait of Hormuz Grand Chessboard),"Rania Ghosn, El Hadi Jazairi",(Lebanese) (Algerian),(Female) (Male),2018,Inkjet print on canvas,Architecture
After Oil (Strait of Hormuz Grand Chessboard),"Rania Ghosn, El Hadi Jazairi",(Lebanese) (Algerian),(Female) (Male),2018,Inkjet print on canvas,Architecture
After Oil (Bubian: There Once Was an Island),"Rania Ghosn, El Hadi Jazairi",(Lebanese) (Algerian),(Female) (Male),2018,Inkjet print on canvas,Architecture
After Oil (Bubian: There Once Was an Island),"Rania Ghosn, El Hadi Jazairi",(Lebanese) (Algerian),(Female) (Male),2018,Inkjet print on canvas,Architecture
After Oil (Bubian: There Once Was an Island),"Rania Ghosn, El Hadi Jazairi",(Lebanese) (Algerian),(Female) (Male),2018,Inkjet print on canvas,Architecture
"Pyramid Club Video. February 8, 1987. Peter Kwaloff, Kennon Raines",Clayton Patterson,(Canadian),(Gender unknow),2018,"Video (color, sound)",Video
"Pyramid Club Video. May 27, 1989: Street Scene/ambulance, Ave A & E 6 St./Peter Kwaloff at Pyramid; June 1, 1989: TSP Task Force #1",Clayton Patterson,(Canadian),(Gender unknow),2018,"Video (color, sound)",Video
"Pyramid Club Video. November 1986. Peter Kwaloff, Mr. Fashion, Daphne Hellman",Clayton Patterson,(Canadian),(Gender unknow),2018,"Video (sound, color)",Video
